DATE,I
,4
,4.1
,4.1
,4
,4.1
,4.1
,4.2
,4
,4.1
,4.1
,5
,4.9
,4.8
,4.8
,5.7
,5.6
,18.4
,20.5
,21.1
,21.2
,21.2
,21.3
,21.5
,21.5
,21.5
,19.5
,19.3
,19.6
,19.7
,19.7
,19.6
,19.6
,19.7
,19.8
,19.6
,20.2
,21.2
,20.7
,20.6
,20.7
,20.7
,20.8
,20.8
,20.8
,20.8
,5.2
,6.6
,6.5
,6.5
,6.4
,6.3
,6.3
,6.3
,5.3
,5.2
,5.3
,5.3
,4.6
,4.1
,4
,4.1
,4.4
,4.2
,4.3
,4.1
,4.2
,4.2
,4.3
,4.3
,4.2
,4.3
,4.2
,4.1
,4.3
,4.3
,4.2
,17.1
,18.5
,20.4
,20.2
,20.3
,21.5
,21.6
,21.6
,21.4
,21.7
,21.7
,21.6
,21.7
,21.6
,20.7
,19.6
,19.6
,19.7
,19.6
,20
,19.9
,19.9
,19.4
,19.5
,19.6
,19.7
,19.6
,19.6
,19.5
,19.4
,19.6
,19.6
,19.5
,4.1
,4.1
,5.4
,5.4
,5.3
,5.2
,5.2
,5.2
,5.1
,5.2
,5.1
,6.3
,6.2
,5.5
,5.4
,5.2
,5.6
,5.6
,5.6
,5.6
,5.5
,4.7
,4.1
,4.1
,4.2
,4.2
,4.1
,4.2
,4.2
,4.2
,4.1
,16.2
,17.9
,18.4
,20.2
,20.3
,20.4
,20.6
,20.5
,20.6
,20.6
,20.6
,20.7
,20.6
,20.8
,19.5
,19.9
,20.1
,19.9
,19.6
,19.6
,19.9
,19.8
,19.7
,19.7
,20.9
,20.8
,20.8
,20.8
,20.7
,20.6
,20.6
,5.1
,5.1
,4.1
,4.1
,5.4
,5.4
,5.3
,5.2
,5.3
,5.2
,5.3
,5.3
,5.3
,5.3
,5.3
,5.3
,4.2
,4.2
,4.3
,4.1
,4.2
,4.1
,4.2
,4.2
,4.2
,4.2
,15.8
,19.5
,20.2
,20.1
,20.3
,20.3
,20.4
,20.4
,20.4
,20.6
,20.2
,21.7
,21.5
,21.5
,21.5
,21.7
,21.7
,21.7
,21.7
,20.8
,20.9
,20.8
,19.4
,19.4
,19.5
,19.5
,19.5
,19.4
,3.9
,3.8
,3.9
,4
,5.1
,5
,4.9
,4.9
,4.9
,4.8
,5
,5.5
,5.4
,5.4
,4.5
,5.5
,5.3
,5.3
,5.6
,5.5
,5.3
,5.3
,5.4
,5.4
,5.4
,5.3
,5.5
,4.1
,16.3
,17.9
,18.4
,18.9
,19
,19.1
,19.2
,19.3
,19.2
,19.4
,19.8
,19.4
,19.4
,19.4
,19.5
,19.5
,19.5
,19.4
,19.5
,19.5
,22.1
,22.1
,21.9
,21.9
,22
,21.9
,21.9
,21.9
,21.8
,5.2
,5.2
,4
,4
,3.9
,4
,4.1
,3.9
,3.9
,3.8
,3.8
,3.9
,3.9
,3.9
,3.7
,3.9
,4.2
,4.1
,4.1
,4.2
,4.1
,4.1
,4.1
,5.5
,6.4
,7.7
,8.2
,7.9
,7.9
,7.8
,7.5
,7.6
,7.9
,9.2
,17.9
,17.9
,9.2
,8.6
,8.5
,8.6
,8.4
,20.6
,22.3
,21.3
,21.3
,21.4
,21.6
,21.4
,21.8
,21.6
,21.6
,23.1
,23.1
,23.3
,23.6
,23
,24.3
,23.2
,23.1
,23.1
,23.1
,23.2
,23.3
,23
,24.8
,24.4
,24.3
,24.3
,23
,21.5
,21
,20.9
,21
,22.2
,22
,22.7
,20.8
,20.7
,20.7
,20.7
,20.8
,7.8
,5.1
,4.1
,4
,4.7
,4.6
,4.6
,5.2
,4.1
,4
,4
,4.1
,5.3
,5.1
,4.9
,6.5
,6.6
,6.5
,6.5
,6.3
,6.4
,6.5
,6.3
,6.4
,6.4
,6.7
,6.6
,5.6
,5.5
,4.8
,16.1
,17.9
,18.6
,19
,19.1
,19.1
,19.2
,19.2
,19.3
,19.4
,19.3
,19.4
,19.5
,19.5
,19.5
,19.4
,19.5
,20.9
,20.8
,20.9
,20.8
,20.7
,20.8
,20.7
,20.7
,20.8
,20.8
,20.8
,21.9
,20.7
,20.5
,20.6
,20.6
,20.5
,21.1
,5.3
,5.3
,5.3
,4.6
,4.6
,4.6
,4.5
,4.2
,3.9
,4
,3.9
,3.8
,4.3
,3.9
,4
,5.5
,5.3
,5.3
,5.4
,5.4
,5.5
,5.5
,5.4
,5.4
,5.3
,5.4
,4.2
,4.1
,15.5
,17.7
,18.7
,18.9
,20.2
,20.2
,20.3
,20.4
,20.4
,20.9
,20.8
,20.8
,20.5
,20.6
,19.7
,19.7
,19.7
,19.6
,19.4
,21
,20.7
,20.9
,20.8
,20.8
,20.8
,20.8
,5.2
,5.3
,5.1
,5.2
,5.1
,3.8
,3.9
,4
,3.9
,3.9
,4
,4
,4
,4
,4.1
,4
,4
,4
,4.2
,4.2
,4.2
,4.3
,5.9
,5.7
,5.6
,5.6
,6.6
,6.5
,6.5
,6.4
,6.4
,6.4
,5.4
,5.8
,5.7
,5.4
,5.4
,4.1
,4.2
,4.1
,3.9
,4
,4
,4
,4.1
,4.2
,4.1
,4.4
,4.3
,4.4
,4.9
,4.3
,4.3
,4.6
,4.6
,5.7
,5.4
,16.7
,20.2
,20.8
,21.2
,21.6
,21.4
,21.5
,21.5
,21.6
,22.5
,22.5
,22.5
,21.8
,20.5
,20.5
,31.4
,30.4
,30.8
,30.9
,30.8
,31
,30.8
,30.8
,31
,20.5
,4.7
,4.7
,4.7
,4.6
,4.5
,5.7
,4.9
,16.1
,4.9
,6.4
,6.1
,6.1
,6.8
,6.2
,5.2
,5.1
,5.2
,5.3
,5.9
,5.5
,5
,4.8
,4.8
,4.7
,4.7
,4.8
,4.1
,4.2
,4.1
,4.3
,4.2
,4
,4.1
,4
,4
,4
,4.1
,4
,4.9
,4.8
,5.1
,5
,5.7
,5.6
,5.4
,5.6
,5.9
,5.6
,6.7
,6.5
,6.5
,6.6
,6.6
,5.8
,5.3
,5.2
,5.2
,5.8
,4.8
,4.8
,4.8
,4.8
,5
,4.7
,4.7
,4.2
,4.2
,4.2
,4.3
,4.9
,4.8
,7.2
,6.6
,5.4
,6.5
,9.7
,9.2
,9.4
,9.1
,8.8
,9
,8.9
,9.2
,8.7
,9.8
,9.9
,8.3
,8.1
,7.8
,7.1
,7
,15.6
,7.2
,7.7
,4.2
,6
,7
,4.9
,7.4
,7.4
,5.8
,15
,7.4
,7.1
,4.1
,6.2
,6
,8.2
,9.3
,8.9
,8.6
,16.4
,8.2
,8.7
,6.4
,8.4
,9.8
,8.2
,7.7
,6.6
,5
,5.7
,6.6
,4.9
,4.1
,4.5
,6.6
,6.9
,10.8
,6.3
,6.5
,6
,6.9
,10.2
,10.6
,11.7
,11.2
,11.1
,10.9
,10.8
,4.8
,5.8
,5.6
,5.3
,17.2
,19.1
,19.6
,20
,20.1
,20
,20.2
,21.7
,20.5
,20.4
,20.4
,21
,21.1
,22.3
,22.3
,22.6
,22.4
,21.6
,21.5
,21.6
,6.2
,6
,6
,6.2
,6.1
,6.1
,6.1
,6.1
,6.1
,5.6
,7.6
,7.3
,7.2
,7.1
,7.1
,7.1
,7.9
,8.1
,7.9
,7.1
,7.1
,6.4
,6.3
,6.4
,6.5
,6.6
,6.5
,6.4
,6.4
,7.5
,7.3
,5.7
,5.2
,5.7
,5
,5.1
,5.1
,5.3
,5.2
,5.2
,5.3
,4.2
,4.2
,5.5
,5.4
,5.4
,5.4
,5.3
,5.3
,5.8
,6.7
,6.5
,6.5
,6.5
,5.6
,5.5
,5.6
,5.2
,5.1
,5.2
,5.2
,5.3
,5.3
,5.2
,5.2
,5.1
,5.1
,5
,5
,4.2
,4.1
,4.1
,4.1
,4
,4.1
,4.1
,5.5
,5.4
,5.3
,5.3
,5.3
,6.6
,6.5
,6.4
,6.3
,6.3
,6.3
,5.4
,6.1
,5.9
,5
,4.7
,4.8
,4.7
,4.8
,4.7
,4.1
,4
,4.1
,4
,4.2
,4
,4.1
,4.1
,4
,4.1
,3.9
,4.1
,4
,4.1
,5.5
,5.3
,7.9
,7.8
,7.8
,7.7
,7.8
,7.7
,7.7
,7.9
,7.8
,7.8
,7.8
,7.8
,5.3
,5
,5
,5
,5.7
,5.6
,5.5
,5.6
,7.7
,5.6
,5.7
,5.7
,5.9
,7.9
,8.9
,5.9
,6
,5.4
,5.5
,5.3
,5.2
,5.4
,5.3
,5.4
,5.4
,5.3
,5.3
,5.4
,5.4
,5.4
,5.4
,6.5
,10.1
,10.1
,10.1
,10.7
,9.1
,9.6
,9.4
,9.3
,9.1
,9
,8.4
,9
,8.8
,8.8
,8.6
,8.7
,21.5
,22.9
,21.2
,21.3
,21.2
,21.7
,21.9
,22
,23.6
,22.1
,22
,22.1
,22
,22
,22.2
,22
,22.1
,6.5
,6.4
,6.7
,9.3
,10
,8.2
,8.5
,8.1
,8.1
,8.1
,8.2
,8.2
,9
,9
,7.1
,8.5
,8.4
,8.6
,8.8
,8.9
,8.8
,9
,9.1
,28.8
,8
,7.7
,7.6
,7.5
,27.5
,27.5
,7.5
,27.3
,21.7
,7.8
,26.4
,7.6
,7.7
,16.1
,6.5
,17.9
,6.4
,6.3
,7.8
,7.7
,49.4
,49.5
,47.9
,47.4
,48.7
,48.6
,49.4
,48.6
,49.9
,49.5
,49.6
,49
,48.9
,48.9
,49.5
,49.9
,49.6
,49.8
,48.2
,48
,47
,47.6
,51.7
,52
,46.6
,46.7
,50
,46.8
,46.8
,47.1
,47
,47.2
,10.9
,11
,14
,13
,16.5
,15.1
,14.8
,15.1
,15.2
,13.3
,14.3
,8.7
,8.8
,19.3
,21.2
,21.1
,19.4
,19
,18
,9.1
,9.1
,9.6
,9.2
,9.8
,9.3
,10.3
,8.5
,10.1
,10.7
,10.2
,10.2
,9.7
,10
,10.5
,10.7
,11
,10.8
,9.8
,10.1
,11.1
,11.1
,7.3
,5.8
,5.9
,5.6
,5.4
,5.4
,5.4
,5.3
,5.3
,5.2
,5.4
,5.3
,5.3
,5.5
,5.3
,5.3
,5.3
,5.3
,5.3
,5.9
,5.7
,6
,6
,5.7
,5.6
,5.6
,4.8
,4.2
,4.2
,4.3
,4.3
,4.4
,4.3
,4.3
,4.3
,5.6
,5.5
,5.8
,5.6
,5.4
,5.4
,5.3
,5.3
,5.4
,6.6
,6.3
,6.5
,6.4
,6.4
,6.6
,6.5
,6.5
,6.5
,6.4
,6.5
,6.4
,6.5
,16.6
,26.4
,28.8
,29.2
,29.3
,29.5
,29.4
,29.6
,29.7
,29.9
,28.9
,28.8
,28.9
,27.7
,27.8
,28.3
,28.1
,28.5
,29.7
,30.8
,30.7
,30.7
,32
,31.9
,31.9
,32.9
,54.6
,10
,9
,8.8
,7.7
,7.7
,7.7
,7.7
,7.2
,7.1
,7.2
,6.9
,7.8
,9.9
,10
,11.3
,11
,11.2
,11.1
,11.1
,11.1
,11.3
,11.3
,10.5
,11.5
,9
,9.1
,9
,9.5
,22.8
,24.9
,25.2
,23.5
,23.5
,23.5
,23.6
,22.7
,22.7
,22.8
,23.2
,23.9
,23.9
,24
,23.9
,24
,24.2
,24
,23.9
,24
,23.9
,23.9
,22.9
,23
,23
,23
,25.4
,22.8
,23.8
,6.2
,7.5
,7.4
,7.5
,7.4
,7.2
,7.1
,7.2
,7.2
,6.4
,6.5
,6.1
,5.6
,5.5
,5.9
,5.8
,5.9
,6.2
,6.1
,6.1
,7
,7
,7.1
,6.8
,6.6
,5.8
,6
,6
,5.9
,7.1
,5.8
,5.8
,5.9
,5.9
,5.9
,6.1
,6.6
,6.3
,6.6
,6.5
,6.5
,5.6
,6.2
,7.2
,6.3
,6.6
,6.6
,6.6
,6.7
,19
,21.9
,22.2
,60.7
,60.9
,45.8
,45.8
,45.6
,45.6
,45.8
,45.5
,46.1
,47.1
,46.6
,46.5
,45.5
,45.4
,10.3
,45.4
,45.3
,45.5
,45.6
,45.3
,55.5
,47.3
,43.5
,44.8
,45.9
,46
,10.7
,10.7
,45.9
,46.5
,12.4
,46.5
,48.1
,49.5
,49.5
,14.7
,15
,52.8
,50.7
,50
,15.7
,18.4
,18.3
,17
,17.3
,17.6
,17.4
,17.8
,18.1
,18
,18
,16.8
,13
,13.1
,12.8
,13.3
,12.9
,12.1
,13
,13
,14
,12.8
,14.6
,15.9
,14.9
,15.1
,16.2
,14.6
,15.5
,15.8
,15.2
,14
,14.1
,14.2
,13.7
,13.8
,13.9
,12.9
,13.1
,14
,13.6
,14.1
,13.7
,15.5
,14.2
,13.7
,14
,13.7
,12.4
,12
,11.6
,10.9
,10.7
,12.2
,13.4
,12.5
,12.2
,12.4
,12
,13.1
,12.9
,11.7
,12.5
,12.6
,12.5
,12.5
,12.8
,24.9
,24.3
,24.3
,24.3
,10.7
,11.3
,11.2
,11.5
,9.9
,9.2
,9
,9.8
,9.2
,8.9
,8.9
,9.1
,9
,8.9
,8.9
,24.2
,10.1
,10.1
,10.9
,11
,11.1
,11
,11.2
,11.1
,11
,11.1
,10.9
,12
,12
,10.7
,11.1
,11
,10
,7.9
,5.1
,5.9
,5.2
,5.1
,4.1
,4.2
,4.2
,5.3
,5.4
,5.3
,5.3
,5.3
,5.2
,5.3
,5.2
,6.5
,6.5
,6.4
,6.4
,6.3
,5.7
,5.3
,5.4
,5.4
,5.4
,5.4
,5.3
,4
,4.3
,4.1
,4.3
,4.2
,4.2
,4.2
,4.2
,4
,4.9
,4.7
,4.8
,4.8
,4.8
,4.7
,4.7
,5
,4.5
,4.2
,4.2
,5.6
,5.6
,5.4
,5.4
,13.9
,18.6
,19.5
,21.1
,21.1
,21.1
,21.1
,20.1
,20.1
,19.9
,20.3
,20.1
,20.3
,19.5
,19.3
,19.3
,19.4
,19.3
,19.4
,19.3
,19.5
,19.4
,19.4
,19.3
,19.8
,19.7
,19.6
,20.9
,20.7
,20.6
,20.7
,20.7
,20.6
,20.6
,5.1
,5.1
,5.1
,5.1
,3.8
,3.9
,3.8
,3.8
,3.9
,3.9
,5
,5
,4.9
,4.8
,4.9
,4.8
,4.9
,5.1
,5.1
,5
,4.1
,4.1
,4.2
,4.2
,4.1
,5.6
,5.4
,5.4
,5.4
,5.7
,5.6
,5.5
,5.5
,5.5
,5.6
,5.5
,4.6
,4.1
,4.1
,4
,4.1
,4.1
,4.2
,4.3
,16.9
,17.9
,18.6
,18.7
,18.8
,18.9
,19
,18.9
,19.1
,20.3
,20.5
,20.1
,20.1
,21.6
,21.5
,21.5
,21.6
,21.6
,21.6
,20.5
,20.5
,20.5
,20.6
,20.5
,19.4
,19.8
,19.7
,19.5
,19.7
,19.7
,19.7
,19.7
,19.6
,19.5
,19.5
,20.7
,20.6
,20.5
,20.7
,20.6
,5.1
,5.1
,5.1
,5
,5.2
,6.5
,6.3
,6.4
,6.3
,6.2
,6.2
,6.2
,6.2
,6.2
,6.2
,5.2
,4
,4.2
,4.1
,4.2
,4.2
,4.2
,4.2
,4.2
,4.9
,4.9
,4.7
,4.7
,4.8
,4.7
,4.7
,4.8
,4.2
,4.2
,4.1
,4.1
,4.1
,5.6
,5.5
,5.4
,5.4
,5.3
,5.5
,5.4
,5.4
,6.6
,18.1
,20.1
,19.7
,19.8
,20
,19.7
,19.9
,20
,20.3
,19.3
,19.1
,19.1
,19.2
,19.2
,19.2
,19.2
,19.2
,19.7
,19.5
,19.6
,19.5
,19.4
,19.5
,19.5
,20.7
,20.6
,20.8
,20.6
,20.7
,20.6
,20.5
,20.6
,20.6
,20.6
,19.4
,19.6
,19.5
,19.5
,19.5
,19.5
,20.5
,20.8
,20.6
,5
,5
,5.1
,4.9
,5
,5
,5
,4.6
,4
,4
,4
,4
,4
,5.6
,5.5
,5.3
,5.6
,5.6
,5.5
,5.6
,5.6
,5.5
,5.3
,5.4
,4.2
,4.2
,4.2
,4.2
,4.2
,4.2
,4.2
,4.2
,4.2
,4.2
,4.3
,4.2
,4.2
,4.2
,4.1
,4.2
,4.2
,4.2
,4.2
,16.6
,19.5
,21.3
,21.3
,21.4
,21.2
,21.2
,21.3
,21.2
,21.3
,21.7
,21.5
,21.4
,20.4
,19.5
,19.5
,19.6
,19.5
,23
,23
,23.1
,23.1
,23.1
,23.1
,23.1
,23.1
,23.1
,23.2
,23.2
,23.2
,23.1
,19.5
,19.6
,19.6
,21
,22.8
,22.1
,22.1
,22.2
,22.1
,22
,22
,22
,22
,22
,20.8
,5.2
,5.1
,5.1
,5
,5.6
,5.4
,5.4
,5.4
,5.4
,5.5
,5.4
,5.3
,5.1
,5.1
,5.1
,5.1
,5.1
,5.3
,5.3
,5.2
,5.3
,6.7
,6.5
,6.5
,6.4
,6.5
,6.3
,5.4
,18.5
,19.9
,20.4
,20.3
,18.9
,23.4
,24.3
,23.4
,23.6
,23.5
,23.5
,21.7
,21.7
,21.7
,30.5
,31
,30.3
,24.6
,23
,22.8
,23
,22.8
,22.9
,22.9
,23.8
,23.8
,23.7
,23.4
,25.4
,11.5
,8.9
,8.6
,8.7
,8.6
,8.8
,8.7
,8.8
,9.2
,7.8
,7.7
,7.7
,7.7
,7.8
,7.8
,6.3
,4.7
,4
,4
,4.2
,5.5
,5.4
,5.4
,5.4
,5.4
,5.5
,5.7
,5.5
,5.5
,5.6
,5.5
,4.7
,5.6
,5.6
,5.4
,5.5
,17.1
,19.1
,19.8
,20
,20.2
,20
,19.1
,19.3
,19.3
,19.3
,19.4
,19.5
,19.3
,19.5
,19.6
,19.3
,22.1
,21.9
,22
,22
,22
,22.1
,22
,22
,22
,22.1
,22
,21
,21.1
,22.4
,22.2
,22.2
,22.2
,6.5
,6.5
,6.5
,6.6
,5.9
,5.9
,5.9
,7
,18.4
,18.3
,18.3
,18.3
,18.2
,18.3
,18.1
,19.4
,8.1
,8.2
,7.1
,7.1
,7.2
,7.9
,7.5
,7.5
,7.5
,7.5
,6.5
,6.6
,7.7
,7.6
,7.5
,7.6
,7.5
,7.6
,7.5
,8.5
,8.3
,8.2
,8.1
,8.1
,8.1
,19
,21.7
,21.5
,21.8
,21.9
,21.8
,22
,22
,22
,22
,22.1
,22.1
,26
,22.2
,22.5
,22.3
,22.2
,21.1
,21.2
,21.2
,21.2
,21.2
,21.2
,21.3
,21.2
,6.1
,6.1
,6.1
,6.1
,6.1
,6.1
,6.1
,6.1
,7
,18.2
,7.9
,7.8
,7.8
,7.8
,9.6
,9.7
,8.9
,9.6
,9.6
,7.2
,6
,5.7
,5.6
,5.6
,5.6
,4.4
,4.4
,4.4
,4.5
,4.4
,4.4
,4.4
,4.5
,4.3
,4.4
,15.5
,15.4
,15.4
,16
,16
,4.4
,4.9
,4.7
,4.7
,4.4
,5.4
,6.1
,5.8
,6.9
,6.8
,6.8
,6.7
,6.7
,6.6
,6.6
,6.6
,6.6
,5.4
,4.4
,4.4
,4.4
,4.4
,4.5
,4.3
,4.3
,4.3
,4.3
,4.4
,4.5
,13.3
,17.9
,18.9
,19.2
,19.3
,19.4
,19.2
,19.4
,21
,21.1
,21.9
,21.9
,22
,22
,22
,22
,22.1
,22
,22.1
,22
,20.9
,5.2
,5.1
,5.2
,5.4
,5.7
,5.6
,5.4
,4.1
,4.1
,4.1
,4.1
,4.1
,4
,3.9
,3.8
,3.9
,4.2
,5.3
,5.4
,5.4
,6.4
,8.5
,8.3
,8.5
,8.3
,8.5
,8.2
,8.5
,8.3
,7.4
,7.3
,8.5
,7.4
,7.4
,7.3
,7.2
,7.9
,9.5
,9.2
,10.3
,8.6
,8.7
,8.4
,8.7
,20.6
,22.7
,23.8
,23.8
,24
,23.9
,24.2
,24.3
,24.2
,24.5
,25.4
,25.5
,25.7
,25.7
,25.8
,25.6
,25.8
,25.8
,25.4
,25.6
,9.9
,8.8
,9
,9.2
,8.5
,8.9
,8.9
,9.9
,9.7
,9.6
,9.9
,9.6
,9.6
,10
,9.6
,9.2
,9.6
,8.9
,10.1
,9.3
,9
,8.4
,10.1
,10.5
,10.6
,10.6
,10.3
,9.8
,10.5
,9.8
,10.3
,10.4
,10
,8.8
,8.8
,8.9
,8.7
,8.8
,9.3
,9
,9.1
,9.1
,9
,9.9
,11
,9.3
,9.5
,9
,9.3
,9
,4.7
,4.7
,6
,5.8
,5.8
,7
,7.1
,7.4
,7.1
,7.1
,7.1
,7.1
,6.1
,6.2
,6.2
,6.1
,4.8
,4.8
,4.7
,4.6
,4.8
,4.7
,4.8
,4.8
,4.8
,4.9
,4.8
,4.8
,4.9
,4.9
,5.1
,6.2
,6.1
,6.1
,6
,5.8
,5.8
,5.8
,7.2
,7
,6.9
,7
,7.9
,7.9
,7.8
,7.7
,7.9
,7.7
,7.8
,6.8
,6.5
,6.5
,6.4
,5.6
,5.6
,5.2
,5
,4.9
,5.1
,5
,5
,5
,4.9
,4.8
,4.9
,4.9
,6.1
,6.1
,6
,5.9
,5.9
,7.2
,7.2
,7.1
,7.1
,7
,6.4
,6.2
,6.3
,6.2
,6.2
,6.2
,5.3
,5.2
,5.1
,5.1
,5.3
,5
,4.9
,4.9
,4.9
,4.9
,5
,5
,5.1
,5
,5
,4.9
,4.9
,4.9
,4.9
,4.9
,5
,5
,6.2
,6.2
,6.1
,6.1
,6.1
,6.3
,7.5
,7.3
,7.3
,7.3
,7.2
,6.4
,6.4
,6.3
,6.6
,6.3
,4.9
,4.9
,4.9
,4.8
,17.6
,18.8
,19.3
,19.6
,19.8
,19.7
,19.9
,20.1
,20.2
,20.2
,19.5
,19.9
,19.8
,21
,21.2
,20.7
,20.9
,20.8
,20.9
,20.9
,21
,21.1
,21.1
,21
,6.4
,6.2
,6.2
,6.1
,5.7
,5.6
,5.1
,5.1
,5.1
,5.1
,5.1
,5.1
,5.1
,5
,5.1
,5.2
,4.7
,4.9
,5
,4.9
,5
,4.3
,5.7
,5.6
,5.6
,5.6
,5.6
,5.4
,5.5
,5.6
,5.7
,5.8
,6.9
,5.8
,6.2
,9.1
,10.5
,10.6
,11
,10.6
,10.6
,8.4
,9.5
,9.2
,9.7
,9.6
,9.5
,9.5
,9.4
,9.3
,9.3
,9.2
,9.2
,8.3
,8.1
,8.1
,8.1
,8.1
,8.2
,8
,8
,8
,8
,8.3
,8.2
,9.5
,9.4
,9.6
,9.5
,11.8
,11.6
,11.7
,11.6
,11.8
,11.6
,11.6
,12
,10.5
,9.9
,9.8
,8.3
,5.3
,5.5
,5.2
,5.3
,5.3
,4.3
,4.4
,4.4
,6.2
,6
,6
,5.7
,5.6
,5.6
,5.7
,5.6
,5.7
,5.6
,5.5
,5.6
,5.6
,5.9
,5.7
,5.7
,5.7
,5.7
,5.7
,17.5
,19.3
,20.1
,20.2
,20.2
,20.4
,20.8
,20.8
,20.9
,21.4
,20.9
,22.2
,21.8
,21.9
,21.9
,21.9
,22.1
,22.1
,20.9
,5.1
,5.3
,5.2
,5.1
,5.1
,5.3
,5.3
,5
,5.1
,5
,5.1
,5.1
,4.9
,5.1
,4.9
,4.9
,4.9
,8
,6.6
,6.6
,6.7
,6.6
,6.5
,6.8
,6.7
,6.9
,6.9
,6.9
,6.9
,6.9
,6.9
,6.9
,5.7
,5.4
,5.3
,5.4
,5.7
,5.5
,5.3
,4.5
,4.5
,4.5
,4.4
,4.4
,5.3
,5.4
,5.2
,5.1
,5.2
,5.1
,5.1
,5.1
,5.7
,5.4
,5.5
,5.4
,5.4
,5.4
,5.4
,5.3
,5.3
,5.3
,5.3
,5.5
,6.6
,5.4
,5.3
,5.2
,5.3
,5.2
,5.2
,5.2
,5.2
,5.1
,4.2
,4.1
,4.1
,4
,4.1
,5
,4.9
,5
,5
,5.1
,5.1
,5.7
,5.6
,5.3
,5.4
,5.4
,5.4
,5.5
,5.4
,5.5
,5.5
,5.4
,5.3
,4.2
,4.3
,4.5
,4.4
,4.3
,4.2
,5.3
,5.8
,6
,5.9
,6.6
,12.2
,12
,11.9
,11.8
,7.4
,6.6
,7.7
,7.5
,13.6
,13.9
,14.7
,14.6
,8.4
,8.3
,7.5
,8.6
,13.8
,13.8
,13.7
,13.7
,7.4
,7.5
,6.5
,6.6
,8.7
,9.7
,8.8
,8.7
,7.5
,7.6
,7.5
,7.4
,8.5
,8.5
,8.5
,9.4
,8.7
,8
,5.3
,6.1
,8
,8
,13.9
,15
,14.9
,14.9
,14
,14
,12.2
,12.1
,12
,12.1
,12.1
,12.1
,12
,10.8
,10.9
,15.1
,12
,11.9
,11.8
,11.8
,11.8
,11.9
,11.9
,11.6
,12
,11.4
,11.1
,11.2
,5
,6.8
,5.6
,6.9
,8
,8.1
,9.9
,10
,8.5
,8.9
,8.4
,8.4
,9.8
,9.6
,14
,13.9
,13.5
,13.7
,11.8
,11.5
,12.1
,14.1
,13.1
,13
,13
,15
,14.6
,13.4
,14.2
,14
,8.1
,11
,7.8
,9.3
,9.4
,9.6
,9.2
,8.7
,11.4
,7.8
,12.5
,12.4
,12.7
,12.4
,13.9
,15
,13.9
,13.6
,13.7
,14.3
,11.7
,12.2
,11.1
,13.8
,15.9
,16
,16.4
,16.2
,16.2
,16.6
,16.9
,11.6
,10.7
,10.3
,11
,10.8
,10.5
,10.4
,10.7
,10.4
,10.4
,10.2
,11.5
,11.5
,12.8
,12.6
,12.5
,12.5
,25.3
,27.1
,27.7
,28
,27.9
,26.9
,26.1
,26.4
,25.8
,25.1
,25.1
,25.4
,25
,25
,25.2
,25.2
,25.2
,25.2
,10.1
,10.1
,10.1
,9.9
,10.1
,10.2
,10.1
,9.9
,10.2
,11.2
,11.2
,11.4
,11.1
,11.2
,11.2
,11.2
,11.6
,14.1
,13.6
,16.8
,15.2
,15.2
,15.8
,13
,13.9
,11.6
,12
,11.7
,10.6
,10
,10.4
,11.3
,10.6
,11.6
,9
,52.2
,47.6
,47.4
,47.8
,47.5
,47.7
,13.7
,14.1
,15.2
,49.8
,49.6
,49.4
,14.8
,15.1
,49.5
,49.5
,14.8
,14.8
,14.5
,49.6
,51.1
,15.6
,14.4
,15.6
,14.2
,14.6
,13.7
,13.7
,12.7
,12.6
,13.3
,9.1
,9.2
,9.5
,8.8
,8.9
,16.9
,21.7
,23.7
,23.2
,24.4
,24.4
,24.6
,24.3
,25
,24.6
,24.5
,26
,25.9
,26.7
,26.8
,25.5
,25.1
,25
,26.4
,26.1
,26
,20.7
,44.8
,45
,47.1
,44
,43.4
,43.4
,43.1
,43.3
,43.5
,43.5
,43.3
,43.2
,43.3
,43.3
,43.3
,44.8
,44.9
,46.1
,46
,44.7
,44.5
,9.5
,9.4
,44.9
,44.7
,9.5
,8.3
,43.4
,8.2
,8.2
,8.4
,8.3
,8.8
,9.7
,9.5
,9.5
,9.4
,9.5
,5.9
,5.8
,5.3
,17.9
,19.3
,18.8
,18.8
,18.9
,19
,19.2
,20.7
,20.6
,20.6
,20.5
,20.8
,20.7
,20.7
,20.6
,20.7
,20.6
,20.7
,19.5
,19.6
,19.4
,19.5
,19.5
,19.4
,19.4
,19.3
,19.3
,20.1
,20
,4.8
,4.8
,4.8
,4.7
,4.8
,4.8
,4.8
,4.4
,5.5
,5.4
,5.3
,6.7
,6.7
,6.6
,6.6
,6.5
,6.7
,5.7
,5.7
,5.8
,5.7
,5.8
,4.4
,4.5
,4.5
,4.5
,4.5
,4.4
,4.6
,4.5
,4.4
,13
,17.5
,18.6
,19.2
,19.6
,19.5
,19.5
,19.5
,19.6
,19.6
,19.7
,19.7
,19.5
,20.8
,20.8
,21
,22.1
,21.9
,21.9
,22
,22
,22
,21.9
,21.9
,20.6
,20.7
,20.7
,20.6
,20.8
,20.6
,5.4
,5.3
,5.4
,5.3
,5
,4.4
,4.3
,4.4
,4.3
,4.3
,5
,4.9
,4.8
,4.8
,5.4
,5.7
,7
,6.9
,6.7
,6.7
,6.7
,6.7
,6.7
,6.7
,6.7
,6
,5.7
,4.5
,4.6
,4.5
,4.5
,4.4
,4.5
,17.4
